,,,,,,,,,,,,,,IndiaApp,Sanjay,"COO, IndiaApp  ","New Delhi, India",Company Size : 21 to 50 employees,False,Shoppingmartshop,William John,"Chief Marketing Manager, shoppingmartshop.com  ","Wellington, Australia",Company Size : 21 to 50 employees
,,,,,,,,,,,,,,Transportour,Kishore,"ceo, Transport Tour  ","New Delhi, India",Company Size : 21 to 50 employees,False,Transportour,Kishore,"ceo, Transport Tour  ","New Delhi, India",Company Size : 21 to 50 employees
,,,,,,,,,,,,,,Shoppingmartshop,William John,"Chief Marketing Manager, shoppingmartshop.com  ","Wellington, Australia",Company Size : 21 to 50 employees,False,IndiaApp,Sanjay,"COO, IndiaApp  ","New Delhi, India",Company Size : 21 to 50 employees
,,,,,,,,,,,,,,,,,,,False,Transporttracking,Saurabh,"COO, Transport Tracking  ","New Delhi, India",Company Size : 21 to 50 employees
Arthonsys Technologies,https://extract.co/arthonsystechnologiesllp,Jaipur,India,2017,21 to 50 employees,1 Office,Clients from 3 Countries,www.arthonsys.com,+91 98875 78854,Less than $15,$3000 to $8000,"['java 50.65%', 'swift 44.26%', 'php 37.57%', 'html 32.03%', 'mysql 32.03%', 'angular.js 30.49%']","[',43.8/100 startup,38.53/100 productivity,10/100 education,10/100 fashion,10/100 hosting,10/100 social networking,10/100 e-commerce,10/100 financial services,10/100 marketing & advertising,10/100 food & beverages,']",Edu Arth,Megha Chaturvedi,"IT and Mobile/Web solution development Organization, Arthonsys Technologies LLP  ","Indian Wells, United States",Company Size : 21 to 50 employees,False,MetroDezire,Anish,"Owner, MetroDezire  ","Chittoor, India",Company Size : less than 10 employees
,,,,,,,,,,,,,,55 Miles,Sachin Mehta,"COO, Softpillar  ","Mumbai, India",Company Size : less than 10 employees,False,Hindi Calendar Panchang App,Sandeep Jakkam,"Owner, Hindi Calendar Panchang App  ","Chittoor, India",Company Size : 21 to 50 employees
,,,,,,,,,,,,,,UK Parking Control,Sriram Angajala,"Co-Founder, BananaApps  ","London, United Kingdom",Company Size : less than 10 employees,False,Injii,Justin,"Co-Founder, Injii  ","U.S. Air Force Academy, United States",Company Size : less than 10 employees
,,,,,,,,,,,,,,Injii,Justin,"Co-Founder, Injii  ","U.S. Air Force Academy, United States",Company Size : less than 10 employees,False,UK Parking Control,Sriram Angajala,"Co-Founder, BananaApps  ","London, United Kingdom",Company Size : less than 10 employees
,,,,,,,,,,,,,,Hindi Calendar Panchang App,Sandeep Jakkam,"Owner, Hindi Calendar Panchang App  ","Chittoor, India",Company Size : 21 to 50 employees,False,55 Miles,Sachin Mehta,"COO, Softpillar  ","Mumbai, India",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,Edu Arth,Megha Chaturvedi,"IT and Mobile/Web solution development Organization, Arthonsys Technologies LLP  ","Indian Wells, United States",Company Size : 21 to 50 employees
w3OnDemand,https://extract.co/w3ondemand,Jaipur,India,2018,21 to 50 employees,1 Office,Clients from 5 Countries,w3ondemand.com,+91 70732 28581,$26 to $50,"$7000 to $18,000","['javascript 50.68%', 'codeigniter 45.03%', 'firebase 45.03%', 'php 43.84%', 'swift 38.53%', 'java 38.53%', 'objective c 32.03%', 'wordpress 28.73%', 'angular.js 28.73%']","[',32.03/100 education,32.03/100 social networking,32.03/100 online services,28.73/100 e-commerce,10/100 news & blog,10/100 leisure & travel,10/100 medical & healthcare,10/100 real estate,10/100 food & beverages,10/100 startup,']",Your-day-and-beyond,Shuanette Smith,"Founder,   ","Texas City, United States",Company Size : less than 10 employees,False,Munroe Global Media,Myles Munroe Jr,"CEO, Munroe Global Inc. and Munroe Group of Companies Limited  ","Freeport, The Bahamas",Company Size : 11 to 20 employees
,,,,,,,,,,,,,,Wagona,,education Company ,"Greenford, United Kingdom",Company Size : less than 10 employees,False,HooliFans app,Mathieu Royer,"CEO, Hoolifans  ","Frans, France",Company Size : less than 10 employees
,,,,,,,,,,,,,,HooliFans app,Mathieu Royer,"CEO, Hoolifans  ","Frans, France",Company Size : less than 10 employees,False,HooliFans app,Mathieu Royer,"CEO, Hoolifans  ","Frans, France",Company Size : less than 10 employees
,,,,,,,,,,,,,,Munroe Global Media,Myles Munroe Jr,"CEO, Munroe Global Inc. and Munroe Group of Companies Limited  ","Freeport, The Bahamas",Company Size : 11 to 20 employees,False,Wagona,,education Company ,"Greenford, United Kingdom",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,Your-day-and-beyond,Shuanette Smith,"Founder,   ","Texas City, United States",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,Cannon Pets,Cannon Pets,"Owner,   ","Los Angeles, United States",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,Strongurlpro.com,Avril atwell,"Owner,   ","Newark, United States",Company Size : less than 10 employees
OnGraph Technologies Pvt Ltd.,https://extract.co/ongraph,,United Kingdom,2007,101 to 200 employees,3 Offices (MNC),Clients from 3 Countries,www.ongraph.com,+44 7923 875732 +1 800-270-1893 +91 141 403 5362,$15 to $25,"$7000 to $18,000","['java 44.41%', 'objective c 44.41%', 'amazon web services 38.53%', 'mongodb 32.03%', 'mysql 32.03%', 'swift 30.49%']","[',32.03/100 social networking,32.03/100 startup,30.49/100 automotive,1/100 construction,1/100 entertainment,1/100 games,1/100 leisure & travel,1/100 medical & healthcare,1/100 e-commerce,1/100 education,']",WedLock - Real Relationships,Nitin Gupta,"CEO, GetVee Technologies Pvt Ltd  ","Noida, India",Company Size : 21 to 50 employees,False,Pro-Tech VEHTEL,Carlos Marrero,"Director of I.T., INFLATION SOLUTIONS GROUP  ","Miami, United States",Company Size : less than 10 employees
,,,,,,,,,,,,,,SportPlay,Jin Tan,"Founder and CEO, MyBrandApp  ","Kuala Lumpur, Malaysia",Company Size : less than 10 employees,False,SportPlay,Jin Tan,"Founder and CEO, MyBrandApp  ","Kuala Lumpur, Malaysia",Company Size : less than 10 employees
,,,,,,,,,,,,,,Pro-Tech VEHTEL,Carlos Marrero,"Director of I.T., INFLATION SOLUTIONS GROUP  ","Miami, United States",Company Size : less than 10 employees,False,WedLock - Real Relationships,Nitin Gupta,"CEO, GetVee Technologies Pvt Ltd  ","Noida, India",Company Size : 21 to 50 employees
Sunflower Lab,https://extract.co/sunflowerlab,Hilliard,United States,2010,21 to 50 employees,3 Offices (MNC),Clients from 1 Country,www.theSunflowerLab.com,+1 614-664-7674 +1 732-824-1474 +91 97250 03006,$51 to $75,"$38,000 to $75,000","['angular.js 50.46%', 'java 45.03%', 'c# 43.58%', 'objective c 43.58%', '.net 38.53%', 'css 38.53%', 'html 38.53%', 'jquery 38.53%', 'swift 38.53%', 'php 36.43%']","[',43.58/100 social networking,38.53/100 entertainment,1/100 construction,1/100 consumer,1/100 e-commerce,1/100 fashion,1/100 government,1/100 manufacturing,1/100 medical & healthcare,1/100 education,']",Groove Competition,Daniel DeFranco,"CEO, Groove Dance Competition  ",", United States",Company Size : 11 to 20 employees,False,Dayana - Custom CRM Solution For Leading Manufacturer Of BOPP Block Bottom Valve Bags,Pragnesh Patel,"Founder, Dayana Polyplast Pvt Ltd  ","Jersey City, United States",Company Size : less than 10 employees
,,,,,,,,,,,,,,Vigor Workouts,Warren Claiborne,"COO, Vigor Workouts  ","California City, United States",Company Size : 11 to 20 employees,False,DCH - Responsive Web Platform for Dancers,Chase Heart,"Owner, Dance Competition Hub LLC  ","New York, United States",Company Size : less than 10 employees
,,,,,,,,,,,,,,eLeague - Sports Social Networking App,Arthur Monto,"Founder, 3 Key Collective  ","Sparta Township, United States",Company Size : less than 10 employees,False,Biton -   Social Networking Chat Application,Tony Pernice,"Co-Founder, Biton LLC  ","New York, United States",Company Size : less than 10 employees
,,,,,,,,,,,,,,Biton -   Social Networking Chat Application,Tony Pernice,"Co-Founder, Biton LLC  ","New York, United States",Company Size : less than 10 employees,False,eLeague - Sports Social Networking App,Arthur Monto,"Founder, 3 Key Collective  ","Sparta Township, United States",Company Size : less than 10 employees
,,,,,,,,,,,,,,DCH - Responsive Web Platform for Dancers,Chase Heart,"Owner, Dance Competition Hub LLC  ","New York, United States",Company Size : less than 10 employees,False,Vigor Workouts,Warren Claiborne,"COO, Vigor Workouts  ","California City, United States",Company Size : 11 to 20 employees
,,,,,,,,,,,,,,,,,,,False,Bridgi,Edward Brown,"CEO, Bridgi LLC  ","Columbus, United States",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,Groove Competition,Daniel DeFranco,"CEO, Groove Dance Competition  ",", United States",Company Size : 11 to 20 employees
Jploft,https://extract.co/jploft,Jaipur,India,2005,51 to 100 employees,2 Offices (MNC),Clients from 2 Countries,www.jploft.com,+91 63502 20215 +44 1256 274012,$15 to $25,"$18,000 to $38,000","['swift 57.34%', 'java 57.34%', 'nodejs 50.65%', 'jquery 50.65%', 'laravel 44.47%', 'mysql 44.47%', 'angular.js 37.57%', 'wordpress 37.57%', 'codeigniter 32.03%']","[',37.57/100 leisure & travel,32.03/100 education,32.03/100 food & beverages,30.49/100 logistics & supply chain,10/100 entertainment,10/100 government,10/100 e-commerce,10/100 medical & healthcare,10/100 social networking,10/100 startup,']","Travel Portal, Mobile App and Leads Software Development",Vijay Yadav,"Founder & CEO, Times India Travels  ","Jaipur, India",Company Size : 21 to 50 employees,False,Interactive learning online website and mobile app,,education Company ,"Brighton, United Kingdom",Company Size : less than 10 employees
,,,,,,,,,,,,,,Vehicle Tracking Mobile App,Falak Agarwal,"Director, GpsIndia  ","Jaipur, India",Company Size : less than 10 employees,False,Insanely mad adventures website and mobile app,James Warriner,"Founder & CEO, Green Brick Digital  ","Gloucester, United Kingdom",Company Size : less than 10 employees
,,,,,,,,,,,,,,Quality Flavor Export EMS and CRM,Rajeev Kashyap,"General Manager, Quality Flavours Export  ","Moradabad, India",Company Size : 51 to 100 employees,False,Quality Flavor Export EMS and CRM,Rajeev Kashyap,"General Manager, Quality Flavours Export  ","Moradabad, India",Company Size : 51 to 100 employees
,,,,,,,,,,,,,,Insanely mad adventures website and mobile app,James Warriner,"Founder & CEO, Green Brick Digital  ","Gloucester, United Kingdom",Company Size : less than 10 employees,False,Vehicle Tracking Mobile App,Falak Agarwal,"Director, GpsIndia  ","Jaipur, India",Company Size : less than 10 employees
,,,,,,,,,,,,,,Interactive learning online website and mobile app,,education Company ,"Brighton, United Kingdom",Company Size : less than 10 employees,False,"Travel Portal, Mobile App and Leads Software Development",Vijay Yadav,"Founder & CEO, Times India Travels  ","Jaipur, India",Company Size : 21 to 50 employees
Techtic Solutions,https://extract.co/techticsolutions,Ahmedabad,India,2009,51 to 100 employees,2 Offices (MNC),Clients from 1 Country,www.techtic.com,+91 79 2646 3590 +1 201-793-8324,$26 to $50,"$10,000 to $25,000","['nodejs 32.03%', 'java 31.44%', 'mysql 31.44%', 'swift 31.44%']","[',32.03/100 e-commerce,32.03/100 leisure & travel,31.44/100 medical & healthcare,10/100 education,10/100 entertainment,10/100 fashion,10/100 luxury goods & jewellery,10/100 online services,10/100 social networking,10/100 startup,']",Agohra,,e-commerce Company ,"New York, United States",Company Size : less than 10 employees,False,Shokas Travel,,leisure & travel Company ,"New York, United States",Company Size : less than 10 employees
,,,,,,,,,,,,,,MyBabyQs - A Geo-Location Based Parenting App,,leisure & travel Company ,"New York, United States",Company Size : less than 10 employees,False,FitLead,,medical & healthcare Company ,"New York, United States",Company Size : less than 10 employees
,,,,,,,,,,,,,,FitLead,,medical & healthcare Company ,"New York, United States",Company Size : less than 10 employees,False,MyBabyQs - A Geo-Location Based Parenting App,,leisure & travel Company ,"New York, United States",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,Agohra,,e-commerce Company ,"New York, United States",Company Size : less than 10 employees
Nextbrain Technologies,https://extract.co/nextbrain,Bengaluru,India,2016,21 to 50 employees,1 Office,Clients from 5 Countries,www.nextbrainitech.com,+91 99162 59079,$26 to $50,"$5000 to $10,000","['java 45.03%', 'bootstrap 44.1%', 'php 44.1%', 'laravel 38.53%', 'swift 38.53%', 'wordpress 32.03%', 'html 29.37%', 'css 29.37%']","[',38.53/100 real estate,32.03/100 education,32.03/100 food & beverages,29.37/100 e-commerce,1/100 logistics & supply chain,1/100 manufacturing,1/100 marketing & advertising,1/100 medical & healthcare,1/100 leisure & travel,']",Event ticket booking application,Marna Lottering,"CEO, Apptique  ","Johannesburg South, South Africa",Company Size : less than 10 employees,False,Shopsearch - Local stores directory platform,Junior Low,"CEO, MyMug Sdn Bhd  ","Kuala Lumpur, Malaysia",Company Size : less than 10 employees
,,,,,,,,,,,,,,Security staffs tracking application,,real estate Company ,"Singapore, Singapore",Company Size : less than 10 employees,False,N6LB,Hussain Alaidarous,"Project Manager, N6LB  ","Riyadh, Saudi Arabia",Company Size : less than 10 employees
,,,,,,,,,,,,,,Real estate properties app,,real estate Company ,"Kuwait City, Kuwait",Company Size : less than 10 employees,False,University election application,,education Company ,"Johannesburg, South Africa",Company Size : 201 to 350 employees
,,,,,,,,,,,,,,University election application,,education Company ,"Johannesburg, South Africa",Company Size : 201 to 350 employees,False,Real estate properties app,,real estate Company ,"Kuwait City, Kuwait",Company Size : less than 10 employees
,,,,,,,,,,,,,,N6LB,Hussain Alaidarous,"Project Manager, N6LB  ","Riyadh, Saudi Arabia",Company Size : less than 10 employees,False,Security staffs tracking application,,real estate Company ,"Singapore, Singapore",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,Event ticket booking application,Marna Lottering,"CEO, Apptique  ","Johannesburg South, South Africa",Company Size : less than 10 employees
NewAgeSMB,https://extract.co/newagesmb,Princeton,United States,1994,351 to 600 employees,2 Offices (MNC),Clients from 5 Countries,www.newagesmb.com,+1 609-919-9816 +91 484 298 3032,$26 to $50,"$18,000 to $38,000","['java 45.03%', 'nodejs 45.03%', 'mysql 38.53%', 'php 38.53%', 'swift 38.53%', 'mongodb 32.03%', 'reactjs 32.03%']","[',38.53/100 lifestyle,32.03/100 food & beverages,10/100 education,10/100 leisure & travel,10/100 online services,10/100 social networking,10/100 sports,']",Food Delivery App,,food & beverages Company ,"Princeton, United States",Company Size : 21 to 50 employees,False,On Demand Service App for Junk Removal Services,,online services Company ,"Auckland, New Zealand",Company Size : less than 10 employees
,,,,,,,,,,,,,,Uber Like App for Cab Services,,lifestyle Company ,"Toronto, Canada",Company Size : 101 to 200 employees,False,App for Palliative and Hospice Patients,Anne Walsh,"CEO and Founder, Palliative Wound Pro  ","Sydney, Australia",Company Size : less than 10 employees
,,,,,,,,,,,,,,App for Palliative and Hospice Patients,Anne Walsh,"CEO and Founder, Palliative Wound Pro  ","Sydney, Australia",Company Size : less than 10 employees,False,Uber Like App Connecting Car Washers and Customers,Guirlene Auguste,"CEO and Founder, Go Go Wash  ","London, United Kingdom",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,Uber Like App for Cab Services,,lifestyle Company ,"Toronto, Canada",Company Size : 101 to 200 employees
,,,,,,,,,,,,,,,,,,,False,Horse Racing Tips App,,sports Company ,"Little Rock, United States",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,Food Delivery App,,food & beverages Company ,"Princeton, United States",Company Size : 21 to 50 employees
Planet Web Solutions Pvt. Ltd.,https://extract.co/planetwebsolution,Jaipur,India,2004,51 to 100 employees,2 Offices (MNC),Clients from 9 Countries,www.planetwebsolution.com,+91 141 665 5555 +968 9532 2240,$15 to $25,"$7000 to $18,000","['apache 57.92%', 'php 57.8%', 'sql server 57.8%', 'amazon web services 51.36%', 'javascript 51.36%', 'swift 45.03%', 'magento 44.8%', 'jquery 44.8%', 'nodejs 38.53%', 'laravel 38.53%', 'wordpress 38.53%', 'java 38.53%', 'cakephp 38.24%', 'angular.js 32.03%']","[',44.8/100 education,38.53/100 lifestyle,32.03/100 medical & healthcare,32.03/100 fashion,32.03/100 retail,31.44/100 e-commerce,1/100 leisure & travel,1/100 automotive,1/100 real estate,1/100 social networking,']",SkullShaver,Neel Bharat Kulshrestha,"Owner, Skull Shaver LLC  ","Jersey City, United States",Company Size : 11 to 20 employees,False,Online Lunch Lottery Wordpress Application For Internal Corporate Networking,Ulrich Linnebank,"CEO & Founder, Rotize GmbH  ","Frankfurt, Germany",Company Size : less than 10 employees
,,,,,,,,,,,,,,Kings Application,,retail Company ,"London, United Kingdom",Company Size : less than 10 employees,False,Wordpress Website For Financial Advisors,Joseph Hoenigmann,"Chief Financial Officer, Thinkshop Advisors LLC  ","New York, United States",Company Size : less than 10 employees
,,,,,,,,,,,,,,PlayandGo,Alain Puystiens,"Owner, Play&Go.eu  ","Koksijde, Belgium",Company Size : 11 to 20 employees,False,Chinese Language School Website,Laura Wang,"Head Teacher, Beijing Mandarin  ","Hong Kong, Hong Kong",Company Size : less than 10 employees
,,,,,,,,,,,,,,Rxmedoc,Pooja Kudesia,"Owner, Wow media labs  ","Delhi, India",Company Size : less than 10 employees,False,Omtut,Mohamed Ali Al-Lawati,"Owner, OmTut.com  ","Muscat, Oman",Company Size : 101 to 200 employees
,,,,,,,,,,,,,,Manglam Arts,,lifestyle Company ,"Jaipur, India",Company Size : 601 to 1000 employees,False,Auto EMT,Mardo Soo,"CEO, AB Web Masters OÜ  ","Tallinn, Estonia",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,formee,,education Company ,"North Melbourne, Australia",Company Size : 51 to 100 employees
,,,,,,,,,,,,,,,,,,,False,Arrow-Digital,,social networking Company ,"Harrogate, United Kingdom",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,Manglam Arts,,lifestyle Company ,"Jaipur, India",Company Size : 601 to 1000 employees
,,,,,,,,,,,,,,,,,,,False,Rxmedoc,Pooja Kudesia,"Owner, Wow media labs  ","Delhi, India",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,PlayandGo,Alain Puystiens,"Owner, Play&Go.eu  ","Koksijde, Belgium",Company Size : 11 to 20 employees
,,,,,,,,,,,,,,,,,,,False,Kings Application,,retail Company ,"London, United Kingdom",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,SkullShaver,Neel Bharat Kulshrestha,"Owner, Skull Shaver LLC  ","Jersey City, United States",Company Size : 11 to 20 employees
InikWorld,https://extract.co/inikworld,Noida,India,2014,21 to 50 employees,2 Offices (MNC),Clients from 2 Countries,www.inikworld.com,+91 88828 97149 +1 541-823-2556,Less than $15,"$7000 to $18,000","['codeigniter 62.7%', 'javascript 55.93%', 'firebase 55.93%', 'html 55.93%', 'amazon web services 50.57%', 'php 49.4%', 'java 43.45%', 'angular.js 37.47%', 'ionic 32.03%', 'objective c 29.9%']","[',38.53/100 online services,32.03/100 e-commerce,29.9/100 food & beverages,28.3/100 entertainment,27.35/100 lifestyle,10/100 fashion,10/100 government,10/100 legal,10/100 marketing & advertising,10/100 medical & healthcare,']",Krave On,,food & beverages Company ,"La Cañada Flintridge, United States",Company Size : less than 10 employees,False,MISHKA - Identify Shop Socialize,Drishan Dang,"Director, Delmish Technologies Pvt Ltd  ","Gurugram, India",Company Size : less than 10 employees
,,,,,,,,,,,,,,Cashback India,Sachit,"MD, Cashback India  ","Delhi, India",Company Size : less than 10 employees,False,GrowthBook,Dr Anand Shah,"Director, Growthbook App  ","Ahmedabad, India",Company Size : less than 10 employees
,,,,,,,,,,,,,,Sorted Streets,Nikhil Mehta,"Co Founder, Sorted Streets  ","Delhi, India",Company Size : less than 10 employees,False,GrowthBook,Dr Anand Shah,"Director, Growthbook App  ","Ahmedabad, India",Company Size : less than 10 employees
,,,,,,,,,,,,,,Youthbuzz,Mr. Mohit Sharma,"CEO, Youthbuzz Educom LLP  ","Mumbai, India",Company Size : 11 to 20 employees,False,Bharti taneja ALPS Beauty Group,Bharti Taneja Group,"Director, Bharti Taneja ALPS Beauty group  ","New Delhi, India",Company Size : 601 to 1000 employees
,,,,,,,,,,,,,,JainVarVadhu - Jain Matrimonial,Jain VarVadhu,"CEO, JainVarVadhu - Jain Matrimonial  ","New Delhi, India",Company Size : 51 to 100 employees,False,JainVarVadhu - Jain Matrimonial,Jain VarVadhu,"CEO, JainVarVadhu - Jain Matrimonial  ","New Delhi, India",Company Size : 51 to 100 employees
,,,,,,,,,,,,,,,,,,,False,Youthbuzz,Mr. Mohit Sharma,"CEO, Youthbuzz Educom LLP  ","Mumbai, India",Company Size : 11 to 20 employees
,,,,,,,,,,,,,,,,,,,False,Sorted Streets,Nikhil Mehta,"Co Founder, Sorted Streets  ","Delhi, India",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,Match Battle- Fantasy Cricket,Prashant,"CEO, Match Battle  ","Gurugram, India",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,Tetewood.com,Jaya Kumar,"CEO, Tectonas Textures ( tetewood)  ","Bengaluru, India",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,Cashback India,Sachit,"MD, Cashback India  ","Delhi, India",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,Krave On,,food & beverages Company ,"La Cañada Flintridge, United States",Company Size : less than 10 employees
PTI WebTech,https://extract.co/ptiwebtech,Jaipur,India,2009,21 to 50 employees,1 Office,Clients from 6 Countries,www.ptiwebtech.com,+91 94610 17829,$15 to $25,"$7000 to $18,000","['angular.js 83.53%', 'bootstrap 83.47%', 'wordpress 77.34%', 'php 70.77%', 'drupal 64.46%', 'ruby on rails 57.96%', 'shopify 57.1%', 'codeigniter 51.42%', 'java 38.53%', 'amazon web services 38.53%', 'magento 38.53%', 'swift 38.53%', 'cakephp 32.03%', 'laravel 32.03%']","[',83.18/100 e-commerce,51.53/100 startup,32.03/100 automotive,32.03/100 lifestyle,32.03/100 education,1/100 construction,1/100 entertainment,1/100 real estate,1/100 social networking,1/100 sports,']",Pipa Media,leigh hawker,"Owner, Pipa media  ","Australia Plains, Australia",Company Size : less than 10 employees,False,Real Estate Portal Development,Rajesh Chouhan,"Owner, Mega Realty  ","Gurugram, India",Company Size : less than 10 employees
,,,,,,,,,,,,,,Website Design and development,,e-commerce Company ,"London, United Kingdom",Company Size : 101 to 200 employees,False,Web design and Maintenance,,automotive Company ,"Osijek, Croatia",Company Size : less than 10 employees
,,,,,,,,,,,,,,Webdesign and development,,e-commerce Company ,"Dubai, United Arab Emirates",Company Size : 21 to 50 employees,False,Website Design and development,,e-commerce Company ,"London, United Kingdom",Company Size : 101 to 200 employees
,,,,,,,,,,,,,,On Going website design and development,,startup Company ,"Jaipur, India",Company Size : 51 to 100 employees,False,"Ruby on Rail, Angular based project maintenance",Edward,"Owner, Liquor exam  ","Deerfield Beach, United States",Company Size : less than 10 employees
,,,,,,,,,,,,,,School website design and development,,education Company ,"Jaipura, India",Company Size : 101 to 200 employees,False,Medical Tourism | Medibout,Dr. Vinod Parjapati,"Owner, Medibout  ","Jaipur, India",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,Website redesign,,e-commerce Company ,"Surat, India",Company Size : 21 to 50 employees
,,,,,,,,,,,,,,,,,,,False,Website design & development,,startup Company ,"Canberra, Australia",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,On-going website maintenance supports.,,e-commerce Company ,"Oxford, United Kingdom",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,Fitness website and mobile application development,Ajay Halduniya,"Owner, The Figure Point  ","Jaipur, India",Company Size : 21 to 50 employees
,,,,,,,,,,,,,,,,,,,False,Ecommerce website for Shoes Industory,,e-commerce Company ,"Mumbai, India",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,Ecommerce website design & Development,,e-commerce Company ,"Florida, United States",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,Ecommerce website design & Development,,e-commerce Company ,"Florida, United States",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,Store development,Nigel Massen,"Owner, Pelagic Publishing  ","Exeter, United Kingdom",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,School website design and development,,education Company ,"Jaipura, India",Company Size : 101 to 200 employees
,,,,,,,,,,,,,,,,,,,False,On Going website design and development,,startup Company ,"Jaipur, India",Company Size : 51 to 100 employees
,,,,,,,,,,,,,,,,,,,False,Webdesign and development,,e-commerce Company ,"Dubai, United Arab Emirates",Company Size : 21 to 50 employees
,,,,,,,,,,,,,,,,,,,False,Website Design and development,,e-commerce Company ,"London, United Kingdom",Company Size : 101 to 200 employees
,,,,,,,,,,,,,,,,,,,False,Pipa Media,leigh hawker,"Owner, Pipa media  ","Australia Plains, Australia",Company Size : less than 10 employees
Next Big Technology,https://extract.co/nextbigtechnology,Jaipur,India,2009,51 to 100 employees,5 Offices (MNC),Clients from 13 Countries,nextbigtechnology.com,+91 99507 26570,$15 to $25,$3000 to $8000,"['html 84.04%', 'codeigniter 84.04%', 'bootstrap 84.04%', 'javascript 84.04%', 'jquery 84.04%', 'laravel 84.04%', 'php 84.04%', 'reactjs 84.04%', 'angular.js 84.04%', 'cakephp 51.53%', 'phonegap 38.53%', 'nodejs 38.53%', 'drupal 32.03%']","[',84.04/100 consumer,77.54/100 e-commerce,51.53/100 education,51.53/100 financial services,38.53/100 entertainment,38.53/100 fashion,32.03/100 farming,32.03/100 automotive,32.03/100 construction,10/100 banking,']",Shortdeluxe,Phil Chavanne,"CEO, Shortdeluxe  ","Tucson, United States",Company Size : less than 10 employees,False,Lead Generation Website,Seamus heaney,"Project Manager, VW  ","Tucson, United States",Company Size : less than 10 employees
,,,,,,,,,,,,,,Sports League,Seamus Kyne,"CEO, Sportlomo  ","Ireland, United Kingdom",Company Size : 21 to 50 employees,False,Freelancing Web Portal,Ben S,"Project Cordinator, Freelance World  ","Bengaluru, India",Company Size : less than 10 employees
,,,,,,,,,,,,,,Dkbuildcon,Tushar Goyal,"Project Cordinator, Next Infosoft  ","Delhi, India",Company Size : less than 10 employees,False,Passport Service,Rob,"Directore, PS  ","San Francisco, United States",Company Size : less than 10 employees
,,,,,,,,,,,,,,CRYPTOCURRENCY Portal,Jamie Bass,"Project Cordinator, qudli  ","Rochester, United States",Company Size : less than 10 employees,False,Mobile App Landing Page,ola,"CEO, Safe  ","Francenigo, Italy",Company Size : less than 10 employees
,,,,,,,,,,,,,,Muatroupe,Ola Adegoke,"Project Cordinator, codelogix  ","Cambridge, United Kingdom",Company Size : less than 10 employees,False,Knowledge Base Website,Yan,"Manager, SSpace  ","Singapore, Singapore",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,Appliances Detail Web Application,Jhon,"Project Manager, Aka  ","Texas City, United States",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,eCommerce Web Portal,Joe,"Project Cordinator, AG  ","Isola Rizza, Italy",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,Membership Website,Sarah,"Project Manager, T1G  ","Austinmer, Australia",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,Catalog Web Application,Alex Ruthberg,"Project Manager,   ","U.S. Air Force Academy, United States",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,AGILE Framework Web Application,Omar,"Manager, Radus  ","Dubai, United Arab Emirates",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,eCommerce Womes Apparels,Madison Martin,"CEO, Mahro & Com  ","Auckland, New Zealand",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,eCommerce portal for euipments,Jack,"Project Manager, Acg  ","Greenacre, Australia",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,Food Catering Web Application,Jordan,"Manager, CCS  ","Ukrainka, Ukraine",Company Size : less than 10 employees
,,,,,,,,,,,,,,,,,,,False,Online Courses Web Portal,Racy,"Project Manager, PS  ","Bengaluru, India",Company Size : less than 10 employees
